node,symbol
56720,Tdo2
22099,Tsn
18035,Nfkbia
329416,Nostrin
71679,Atp5h
12048,Bcl2l1
353190,Edc3
17210,Mcl1
18053,Ngfr
56812,Dnajb2
72462,Rrp1b
67684,Luc7l3
26445,Psmb2
68581,Tmed10
14043,Ext2
56294,Ptpn9
245474,Dkc1
67511,Tmed9
23942,Mta2
15525,Hspa4
100009614,Gm10024
69241,Polr2d
245841,Polr2h
80889,Tlnrd1
12345,Capzb
27354,Nbn
66665,Msantd3
66813,Bcl2l14
234374,Ddx49
67059,Ola1
13006,Smc3
